电影ID,电影名
1888,情况不妙
1889,U盘
1890,叫我爸爸
1891,铁血娇娃
1892,特殊服务
1893,像小强一样活着
1894,幸福马上来
1895,欠我十万零五千
1896,北漂鱼
1898,杨德财征婚
1900,一路惊心
1901,陈翔六点半之废话少说
1902,囧探佳人
1903,极致追击
1904,无底洞
1905,相声大电影之我要幸福
1906,一路狂奔
1907,男妇女主任
1908,神通乡巴佬
1910,斗地主
1911,三女休夫
1913,啊朋友还钱
1915,年兽大作战
1916,重庆美女
1917,四戒
1918,嘿店
1921,道士出山
1922,囧人之越挠越痒
1923,狐妖小红娘剧场版
1925,硬汉奶爸
1926,一部佳作的诞生
1928,光棍终结者
1929,超能太监
1930,兄弟，别闹
1931,猪太狼的夏天
1932,轩辕大帝
1934,冰雪女王3
1936,阴阳先生
1937,201
1939,灰机灰机
1940,电商时代
1941,地下室惊魂
1942,超萌英雄
1943,我的雷人男友
1944,大梦西游
1946,结婚狂想曲
1947,筷仙
1948,来的都是客
1949,追踪章鱼保罗
1950,我是好人
1951,双截棍
1952,艾米粒日记
1953,古宝奇缘
1954,坑爹游戏
1955,S4侠降魔记
1956,报告老板
1957,小胖妞前传
1958,我爸比我小四岁
1959,南泥湾
1960,我的
1961,幽灵医院
1962,丝袜会所
1963,识色，幸也
1964,领袖1935
1966,幸福59厘米之别闹，改日
1970,好汉三条半
1971,恭喜发财之谈钱说爱
1972,大梦西游2铁扇公主
1974,绝对底线
1979,岛囧
1980,一家老小向前冲
1981,超级大山炮之夺宝奇兵
1983,陌路惊笑
1984,诡异酒楼
1985,借眼
1986,怨灵宿舍之白纸女生
1987,中国惊奇先生2015
1988,夜半哭声
1989,太空熊猫英雄归来
1990,无界之地
1991,人怕出名猪怕壮
1992,刘老庄八十二壮士
1993,彩票也疯狂
1994,七个隆咚锵咚锵
1995,新年来啦之大闹除夕
1996,萤火奇兵
1997,三个孬家伙
1998,福尔摩斯与中国女侠
1999,神勇投弹手
2000,笔仙咒怨
2001,亲切的贞子
2002,东方中国梦
2003,怨灵宿舍之人偶老师
2004,麻辣学院
2009,毛驴县令之大事小情
2010,异闻录之窥
2011,因为爱情
2012,城市映像
2013,小英雄雨来
2015,飞天蜈蚣
2016,倒蛋部队
2017,喜气洋洋小金莲
2018,午夜惊魂路
2021,Hello锦衣卫
2022,那是说着玩的
2023,玩命局中局
2025,伪装大师1
2026,大梦西游3女儿国奇遇记
2027,青天降妖录
2029,荒野加油站
2030,死亡迷局
2031,诡井
2033,失恋399年
2035,误闯疯人院
2036,雷锋侠2
2037,豫菜皇后
2038,房事百科
2039,重回猴岛
2041,中华料理师
2042,武僧传奇之决战程子沟
2043,新聊斋之僵尸新娘
2044,毛驴县令之你我他
2045,赶尸人之摄魂铃
2046,杜丽娘
2047,男神抱抱
2048,巡回法官
2049,S的秘密
2052,黄石大道
2053,捉妖济
2057,大惊小怪
2059,爱爱囧事2
2060,佛山无影林凌七
2061,无尽日
2062,坑
2065,神偷特工
2066,江南皮革厂
2067,摸金笑尉
2068,九纹龙史进之替天行道
2069,穿越半个地球爱上你
2070,五彩壶
2072,小强快跑
2073,决战芝加哥
2074,僵尸归来
2076,毛驴县令之赌命考官
2077,仙班校园2
2078,穿越时空之来客
2080,疯狂试爱
2081,走火枪
2082,探秘者
2084,2B HERO 突变英雄传
2085,九纹龙史进之大破瓦罐寺
2086,落花有声
2087,偷窥女人心
2088,白领日志
2089,望父成龙
2090,西游外传之八戒娶亲
2091,武痴
2093,逃学英雄
2095,龙门劫案
2097,贼头
2098,完美约会
2100,僵尸英雄之魔王与公主
2101,遇见神仙的奇幻基夜
2103,中国妈妈
2104,荒野女囚
2106,火车大劫案
2107,锦衣卫女神之豪囧
2108,代理情人
2109,神马是爱情
2111,床探
2112,一个老师的学校
2113,学妹惊声之色色发抖
2114,午夜讲诡故事
2115,恶魔校花
2116,战狼2
2127,杜拉拉升职记
2146,情笛之爱
2149,辛亥革命
2153,魁拔之大战元泱界
2155,梦想合伙人
2157,大唐玄奘
2160,梦想路上
2163,钱学森
2168,背起爸爸上学
2172,有一天
2175,飞天
2176,半熟少女
2182,全能囧爸
2188,猫与桃花源
2190,目标战
2191,舟舟的世界
2193,上学路上
2197,非秀不可
2200,一个屌丝的自我修养
2204,一个独生女的故事
2205,棋王和他的儿子
2206,我要你开花
2208,首席执行官
2211,黑眼睛
2212,大村姑
2214,卒迹
2215,一个人的奥林匹克
2216,创业
2222,我的左手
2228,九门提督
2230,荒岛情未了
2231,生死罗布泊
2233,少女穆然
2234,离骚II：关于成长的个人陈述
2237,男人上路
2239,买买提的2008
2244,裸归电影版
2248,四渡赤水
2252,雅马哈鱼档
2257,疲城
2258,有情有义
2259,寻找那达慕
2261,另一种温暖
2263,童年的收音机
2265,坏爸爸
2266,110米栏的天空
2268,武术班
2272,梦幻佳期
2274,所有梦想都开花
2275,铁流1949
2276,击战
2278,袁隆平
2279,股神
2282,致父亲
2284,何二狗的名单
2285,钢铁，是这样炼成的
2286,造梦师
2288,念书的孩子
2289,筑梦者
2291,半音
2292,美色时代
2294,许海峰的枪
2295,不能没有你
2296,天籁梦想
2299,摔跤少年
2300,互联网人
2301,跑吧，马晓翠
2302,三克的梦想
2305,低碳爱情
2307,追上去
2308,你，是我的眼
2311,天梦
2313,她们，他们
2315,我要飞翔
2317,古路坝灯火
2319,我们的篮球梦
2321,女法医手记之最后真相
2323,冰与火
2324,爱·你别走
2325,风雪武者
2326,拼了
2331,活着
2333,骡子的10000米
2336,桑榆街9号
2337,胖墩夏令营
2338,轮椅上的奇迹
2339,外公电台
2342,就想赚俩钱儿
2343,快递英雄
2344,碗儿
2346,乌龟也上网
2347,黑蛋，快跑
2349,李贝拉的冬天
2350,足球大侠
2351,12秒58
2352,为你喝彩
2353,杂技岁月
2356,广州来了新疆娃
2359,牛奶时尚
2360,且行且珍惜
2361,大厨小兵
2362,三袋米
2370,飞越山海关
2371,红星闪耀
2372,村官普发兴
2373,转校生
2375,枫树街33号
2380,太阳开花
2382,TV小子
2397,一万年以后
2404,缉妖法海传
2405,八仙的传说
2407,狐妖小红娘剧场版：千颜
2409,钟馗传奇之岁寒三友
2411,绿林大冒险
2412,魔游纪1：盘古之心
2415,金珠玛米
2418,聊斋系列之桃花劫
2420,魔游纪2：异乡奇遇
2421,吾神
2422,魔游纪3：天都暗潮
2423,别克十二星座微电影
2424,仙侠学院
2425,魔游纪4：白骨之姬
2426,魔法大逃亡
2427,西游外传之大圣娶亲
2428,硬盘少女
2429,魔游纪6：一瞬决战
2430,天涯怪客
2431,向阳坡传说
2433,终极魔术
2434,半张订婚照
2435,浮云
2436,天使驾到之一夜精喜
2443,风声
2445,烈日灼心
2448,111度青春之《老男孩》
2450,滚蛋吧！肿瘤君
2457,全民目击
2458,一九四二
2464,时代4：灵魂尽头
2468,80'后
2472,我的兄弟姐妹
2474,灵魂摆渡·黄泉
2477,美丽的大脚
2478,暖春
2479,京城81号2
2480,喊·山
2482,忠爱无言
2483,重返·狼群
2485,青春感恩记《父亲》之《父女篇》
2487,我的战争
2493,小戏骨：白蛇传
2496,一切都好
2506,拾荒少年
2508,青春感恩记《父亲》之《父子篇》
2513,亲·爱
2515,西藏往事
2520,二十五个孩子一个爹
2524,极限救援
2525,特殊交易
2526,倾城
2528,流浪33天
2529,杨善洲
2530,沂蒙六姐妹
2532,初见：停滞的时光
2533,爱·在线
2534,第一书记
2538,大震撼
2539,远方在哪里
2546,交易
2551,95分的烦恼
2554,一诺千金
2555,爱的帕斯卡
2557,游泳回家
2559,赛尔号大电影2之雷伊与迈尔斯
2561,下一站再爱你
2562,老人愿
2564,找到你
2566,造化
2567,湘南起义
2568,阳光天井
2570,微博有鬼
2571,邓稼先
2572,詹天佑
2574,剑河
2575,良心
2578,信义兄弟
2583,暖情
2584,多此一女
2585,藏獒情未了
2586,嗨，弗兰克
2589,哑孩儿
2594,我是你舅舅
2595,寻找微尘
2596,别跟狗较劲
2606,暖秋
2608,兰辉
2610,塞外有家
2611,南方大冰雪
2612,八十一枚金币
2613,精诚大医
2619,小城大爱
2621,小偷儿
2622,孝女彩金
2623,火影雄兵
2625,我叫阿里木
2627,母亲的梦想
2631,野妈妈
2635,幸福的向日葵
2639,星期四上午的旅行
2640,诺言的夏天
2642,秘密
2643,初吻的味道
2645,烈火男儿之超级英雄
2646,基因之战
2647,我是代办
2652,绿绒蒿
2678,我是女王
2682,今年夏天
2686,人·鬼·情
2687,生活秀
2690,判我有罪
2697,刘胡兰
2703,湘女萧萧
2711,姊姊妹妹站起来
2717,猪肉与月亮
2718,为奴隶的母亲
2719,女子别动队
2720,野山
2723,娘子军传奇
2724,良家妇女
2728,女儿谷
2729,柔情史
2730,双喜
2731,女人TAXI女人
2732,另一半
2733,日出
2734,党的女儿尹灵芝
2737,今年一定要嫁出去
2738,秋瑾
2740,烽火逐金
2741,鸡蛋和石头
2744,寡妇村
2746,丽人行
2747,假装没感觉
2749,脂粉市场
2750,女儿经
2752,星星的孩子
2753,女儿楼
2756,绝代-末代女土司
2757,天明
2759,不良千金剧情
2762,妈妈去哪儿
2763,井
2764,致闺蜜：青春的平凡大事
2765,哈罗！比基尼
2766,白莲花
2768,候鸟
2769,火云端
2770,天落水
2771,三个摩登女性
2773,中原女警
2774,燃烧的婚纱
2776,女人四十正芬芳
2777,斗艳
2779,新闺怨
2780,船家女
2781,模范丈夫
2782,喜莲
2783,贞女
2784,奥菲斯小姐
2786,兰草时节
2787,山菊花
2789,蓝光水母
2790,复仇的女人
2792,画中迷
2793,水泥
2794,连环扣
2795,李知凡太太
2796,山林中头一个女人
2797,最后一个皇妃
2798,黄河女人
2799,濠河边上的女人
2801,游戏规则
2802,超级保镖
2803,近距离击杀
2805,边检站
2806,南风
2808,我们混过的江湖
2809,巴比伦迷雾
2810,金钱豹子汤隆
2811,黑火
2812,烽火少年
2813,毛泽东回韶山
2814,阿龙浴血记
2815,肖申克的救赎
2816,阿甘正传
2817,泰坦尼克号
2818,海上钢琴师
2819,当幸福来敲门
2820,剪刀手爱德华
2821,楚门的世界
2822,疯狂动物城
2823,辛德勒的名单
2824,复仇者联盟3：无限战争
2825,加勒比海盗
2826,头号玩家
2827,教父
2828,沉默的羔羊
2829,禁闭岛
2830,闻香识女人
2831,疯狂原始人
2832,低俗小说
2833,消失的爱人
2834,美丽心灵
2835,爱乐之城
2836,勇敢的心
2837,狮子王
2838,致命ID
2839,指环王3：王者无敌
2840,乱世佳人
2841,指环王2：双塔奇兵
2842,飞越疯人院
2843,死亡诗社
2844,恋恋笔记本
2845,心灵捕手
2846,记忆碎片
2847,暮光之城
2848,史密斯夫妇
2849,拯救大兵瑞恩
2850,变形金刚
2851,社交网络
2852,大鱼
2853,音乐之声
2854,被解救的姜戈
2855,第六感
2856,钢铁侠
2857,爱在黎明破晓前
2858,雨人
2859,爆裂鼓手
2860,后天
2861,教父2
2862,她
2863,加勒比海盗2：聚魂棺
2864,金刚狼3：殊死一战
2865,头脑特工队
2866,小鬼当家
2867,爱在日落黄昏时
2868,我是传奇
2869,杀死比尔
2870,侏罗纪世界
2871,荒野猎人
2872,初恋50次
2873,夜访吸血鬼
2874,人工智能
2875,美国丽人
2876,公主日记
2877,黑衣人3
2878,加勒比海盗5：死无对证
2879,阳光小美女
2880,再次出发之纽约遇见你
2881,黑衣人
2882,速度与激情6
2883,老无所依
2884,碟中谍
2885,罪恶之城
2886,卡萨布兰卡
2887,遗愿清单
2888,萨利机长
2889,荒野生存
2890,正义联盟
2891,蒂凡尼的早餐
2892,花木兰
2893,少年时代
2894,全民超人汉考克
2895,冒牌天神
2896,毕业生
2897,杀死比尔2
2898,雨果
2899,十二猴子
2900,生化危机：终章
2901,八月迷情
2902,黑鹰坠落
2903,黑衣人2
2904,变形金刚5：最后的骑士
2905,空中监狱
2906,时间规划局
2907,狙击电话亭
2908,林中小屋
2909,梦之安魂曲
2910,叫我第一名
2911,国家宝藏
2912,绿里奇迹
2913,附注：我爱你
2914,猩球崛起3：终极之战
2915,出租车司机
2916,廊桥遗梦
2917,谍影重重5
2918,上帝也疯狂
2919,控方证人剧情
2920,真实的谎言
2921,律政俏佳人
2922,百万美元宝贝
2923,摩登时代
2924,十二宫
2925,追风筝的人
2926,八恶人
2927,惊情四百年
2928,死寂
2929,换子疑云
2930,夜行者
2931,雨中曲
2932,安德的游戏
2933,冷山
2934,斯巴达300勇士
2935,漂亮女人
2936,全民情敌
2937,暮光之城4：破晓(上)
2938,七磅
2939,当哈利遇到莎莉
2940,招魂
2941,情人节
2942,一级恐惧
2943,木乃伊归来
2944,勇敢者游戏：决战丛林
2945,火柴人
2946,遗落战境
2947,永无止境
2948,惊魂记
2949,生死狙击
2950,丁丁历险记
2951,幻影凶间
2952,少数派报告
2953,千钧一发
2954,速度与激情4
2955,勇敢者的游戏
2956,终结者：创世纪
2957,完美的世界
2958,星际迷航3：超越星辰
2959,勇士
2960,不一样的天空
2961,偷天换日
2962,大空头
2963,回到未来
2964,小鬼当家2
2965,风雨哈佛路
2966,天才瑞普利
2967,修女也疯狂
2968,101真狗
2969,天生杀人狂
2970,国家公敌
2971,洛城机密
2972,电子情书
2973,泰山
2974,生死时速
2975,圣诞夜惊魂
2976,魔术师
2977,忍者神龟：变种时代
2978,美国派
2979,十二罗汉
2980,守望者
2981,星球大战前传1：幽灵的威胁
2982,单身男子
2983,心理游戏
2984,美国X档案
2985,十三罗汉
2986,蓝色情人节
2987,守法公民
2988,云中漫步
2989,命运规划局
2990,点球成金
2991,星球大战前传3：西斯的复仇
2992,走出非洲
2993,侏罗纪公园3
2994,机器人9号
2995,菲利普船长
2996,黑洞频率
2997,好家伙
2998,穿越时空爱上你
2999,囚徒
3000,星球大战前传2：克隆人的进攻
3001,现代启示录
3002,死亡幻觉
3003,星球大战2：帝国反击战
3004,南极大冒险
3005,大白鲨
3006,窈窕淑女
3007,超时空接触
3008,伴我同行
3009,公众之敌
3010,浮生一日
3011,虎胆龙威
3012,生死停留
3013,城市之光
3014,星球大战3：绝地归来
3015,缘分天注定
3016,第一滴血
3017,夺宝奇兵
3018,风语者
3019,异形3
3020,永不妥协
3021,安妮·霍尔
3022,姐姐的守护者
3023,第六感生死缘
3024,大河恋
3025,大话王
3026,启示
3027,局内人
3028,回到未来2
3029,蝴蝶效应2
3030,未来水世界
3031,拜见岳父大人
3032,神秘拼图
3033,世界末日
3034,上帝也疯狂2
3035,留下我
3036,宿醉3
3037,米尔克
3038,惊声尖笑
3039,蝴蝶效应3：启示
3040,西北偏北
3041,克莱默夫妇
3042,蒙娜丽莎的微笑
3043,美国精神病人
3044,自闭历程
3045,壮志凌云
3046,回到未来3
3047,极限特工
3048,迷魂记
3049,虎胆龙威3
3050,极速60秒
3051,驱魔人
3052,蝴蝶梦
3053,我自己的爱达荷
3054,杯酒人生
3055,华尔街
3056,热天午后
3057,断箭
3058,虎胆龙威2
3059,生活多美好
3060,血色将至
3061,疤面煞星
3062,美国黑帮
3063,伸冤人
3064,忠奸人
3065,大独裁者
3066,居家男人
3067,不可饶恕
3068,纯真年代
3069,珍爱
3070,胡佛
3071,杀死一只知更鸟
3072,时光倒流七十年
3073,小鬼当街
3074,夺宝奇兵2
3075,突袭2：暴徒
3076,上帝保佑美国
3077,迫在眉梢
3078,愤怒的公牛
3079,危情十日
